,id,dev response date,dev response,review date,userName,rating,isEdited,review title,review
212,37116035.0,2023-06-14T10:31:07Z,"We're sorry that you're having issues with your service and we would like to help. Please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net) so we can help provide you with a solution. ^RJR",2023-06-13 01:24:39,JAnimalK,3,False,Internet fluctuates in area,Sometimes it works sometimes it doesn’t I’m trying to complete assignments and it presents issues for me
213,37998951.0,2023-07-31T10:23:15Z,"We're sorry that you're having issues with your service and we would like to help. Please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net) so we can help provide you with a solution. ^RJR",2023-07-31 21:56:55,igorhvac,5,True,The best mobile coverage,I switched from Verizon and it’s perfect
214,,,,2023-07-13 17:35:34,lohla B,5,False,I love my service!,Easy to use and set up ! No issues!
215,,,,2023-07-02 21:40:29,Pepper Daneswood,4,False,Router Setup,"Give Heidi customer service rep, who helped me today a raise. She was professional, patient, and extremely kind."
216,37440121.0,2023-07-04T14:14:44Z,"Sorry to hear that the app isn't working, uninstalling and reinstalling the app typically resolves this issue. If you need direct support, please visit https://community.spectrum.net/discussions and post a question so we can investigate ^JF",2023-06-30 13:56:10,masterofvideogames,1,False,Update Broke The App,"After spending about an hour troubleshooting the app, I can’t even get it to open properly. Stuck on an infinite login loop. I only have this app to make paying bills easier but honestly this is anything but."
217,30381903.0,2022-06-16T00:11:29Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message on Facebook (m.me/Spectrum) or on Twitter (https://twitter.com/ask_spectrum). To provide additional feedback on our Community, please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app",2023-06-01 17:37:52,bdfan22229,1,True,Zero stars,"The app hasn’t worked in properly in months. It crashes every time I try to view or pay my bill. Heck, even the payment due date is wrong. We’re in June and my payment due date reflects January 1st. Do better Spectrum!"
218,,,,2023-07-23 22:05:39,Fadwa23@,5,False,I like it!,It’s jut an amazing apps. Easy to get urs payment done on time and a lots more. Thanks Spectrum!
219,,,,2023-06-13 12:06:20,Pixwixful,5,False,Great Service,The Wi-Fi speed is robust. We are enjoying the service.
220,37553400.0,2023-07-08T19:22:43Z,"Thanks for taking the time to share your experience with us. Sorry to hear that your internet is not working correctly. For direct support, please reach out to us on Twitter (https://twitter.com/Ask_Spectrum) or on Facebook (m.me/Spectrum) or visit our community located at https://community.spectrum.net/discussions ^JF     ",2023-07-07 13:28:49,oda773,3,False,Router Disconnect,Very simple. My app continues to say my router is disconnected and fiber modem status unavailable when WiFi is running smoothly. Know one can tell me why.
221,,,,2023-06-27 13:23:16,Abdou @,1,False,Billing  scam,"Guys, be careful because if you don't set your billing payment to auto pay, they'll always overcharge you before your billing due and they will always Try to confuse you when you call them. Very 
Bad customer service👎"
222,,,,2023-06-22 00:18:41,Kamila 04,4,False,Internet,A very professional and easy to deal
223,,,,2023-07-26 21:38:21,glad you ask,5,False,Quick and so very EASY,This way the way to go
224,,,,2023-07-30 04:33:45,Yolkywarrior,2,False,Not helpful,The app is basically worthless. Some of the nice things in it. I will say is that I can pay my bill from the app. Everything else is pretty much garbage
225,,,,2023-06-23 00:25:39,Aizenbill,5,False,Thanks.,Thank you for your services.
226,,,,2023-07-11 13:56:47,etmcdowell,2,False,Billing Tab is broken,The app doesn’t allow one to access the “Billing” option. It’ll flash a quick “One Moment Please” and goes to a blank white screen.
227,37331272.0,2023-06-26T10:25:43Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-06-25 03:21:23,n274312,1,False,can’t change my password????,"every time I try to change my network password, the instructions direct me to a page that doesn’t exist, but sometimes it tells me to download the My Spectrum App (this app!!??)"
228,,,,2023-06-07 19:44:14,Kay1992!,5,False,Amazing,It’s works for me it’s a good company and very helpful easy to use
229,,,,2023-06-14 08:41:24,Nicole Tainted,1,False,No point,Not very good. After I got mobile service I can no longer see my internet info in the app. I have to go on the website to see such info. It’s needs to be more inclusive of all services. Will be deleting
230,,,,2023-06-30 14:54:31,BlackSheepskater,5,False,Pay bills,Simple to use.
231,,,,2023-07-21 13:43:56,Jr mick,4,False,Feed back,Great service so far no complaints
232,,,,2023-06-29 16:04:30,Slim Rider,5,False,Spectrum App,Very easy and user friendly to use!!!
233,,,,2023-06-23 18:45:29,Lulu2962,5,False,Internet,Better than Verizon and works great!
234,,,,2023-07-31 16:24:46,Star_moser,5,False,Great service,The app works well and the service is great!
235,,,,2023-06-17 17:48:31,Marti_Mar96,5,False,Great job,Works great. Never have issues
236,,,,2023-06-27 20:30:10,hershey0606,3,False,App not working,"App hasn’t been working for about a week on iPad. I have restarted , deleted, turned office device.😢"
237,36929689.0,2023-06-05T11:02:45Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-06-03 23:13:37,TallReviews,2,False,Payment Methods,"Unable to save payment methods, unable to update existing credit card and clunky interface."
238,,,,2023-07-07 23:50:04,Mj$119974343,5,False,Amazing Speed,Truly the fastest speed! I love the service.
239,,,,2023-07-04 22:48:32,Madness1685,4,False,Easy,This app is so incredibly easy to use! Fast and simple.
240,,,,2023-06-18 00:36:28,VersaMax,2,False,Excessive Forced Updates,"These updates are interruptive and offer marginal benefits (if any at all).  
Apps that are done properly, shouldn’t need monthly updates to fix “bugs”."
241,36911075.0,2023-06-04T15:17:34Z,"Thanks for taking the time to share your experience with us. Sorry to hear that your internet is not working correctly. For direct support, please reach out to us on Twitter (https://twitter.com/Ask_Spectrum) or on Facebook (m.me/Spectrum) or visit our community located at https://community.spectrum.net/discussions ^JF     ",2023-06-03 02:36:34,Sloveland,1,False,I'm gonna get rid of spectrum soon if this issue never gets resolved.,"I'm so beyond tired of getting told I have an outage. It happens to me 1-2 times a week for HOURS at a time, and with my work I need my computer and wifi."
242,,,,2023-06-10 21:22:38,Looking4myangel,5,False,Awesome service and connection.👍,Spectrum agents were very helpful.
243,,,,2023-07-27 19:35:43,amjice,1,False,No Apple Pay … really?,Making the customers enter their credit or debit card numbers into yet another server that can be hacked is neither convenient nor good customer service.
244,,,,2023-06-05 16:12:11,MiMiola Joshua,5,False,Good,Literally two clicks and paid
245,37440302.0,2023-07-04T14:18:52Z,"Thanks for taking the time to share your experience with us. Sorry to hear that your internet is not working correctly. For direct support, please reach out to us on Twitter (https://twitter.com/Ask_Spectrum) or on Facebook (m.me/Spectrum) or visit our community located at https://community.spectrum.net/discussions ^JF     ",2023-07-02 19:30:17,Neetocheeto,3,False,Slow,It’s beeen over a week the internet has been slow.
246,37302971.0,2023-06-24T10:27:11Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-06-22 21:46:03,Unsure70,2,False,After last update it just loads and loads,Never goes into the app just keeps loading.
247,38041745.0,2023-08-02T10:30:44Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day! ^RJR,2023-07-31 18:16:09,Headdurrrrrrr,3,False,Good,"Reliable, easy to navigate, always up to date"
248,,,,2023-07-27 20:38:20,only we care,4,False,My review,I don’t like how I only got WiFi no cable and my internet is 70 that’s wild
249,32300048.0,2022-09-29T11:54:11Z,"We're sorry to hear about this issue and would love to see how we can help. Please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app to find answers to common issues or you can post additional feedback or ask a question so we can help you resolve the issue. ^PB
",2023-07-26 19:47:43,Lacoonass83,3,True,App,App freezing a lot on iPhone so 3 stars. Adding phone and other stuff into one app was a horrible idea. Junk
250,,,,2023-07-14 21:33:59,ccins11,1,False,Careful,This app prompted me to change my settings on my phone and promised increased internet coverage if I did. All it does is cause my phone to constantly have error messages on the screen.
251,,,,2023-06-08 22:40:28,Artizti6,1,False,Gone out,"I have had Spectrum for 2 months and in that time it has been down at least 2 to 3 times.
I have received texts that it was down though."
252,,,,2023-07-15 13:15:00,Sassy12213,5,False,Spectrum experience,The set-up instruction is easy to follow.
253,,,,2023-06-21 17:24:33,1st Cupcake,5,False,App,Easiest app to pay any bill with.
254,,,,2023-06-23 19:39:30,Slim Thugga Cuttie,5,False,Review,Great app quick and easy
255,37956076.0,2023-07-28T10:45:59Z,We apologize for the poor experience and would like to look into this issue further. Please contact us on Facebook (https://bit.ly/3CSjgcE) Twitter (https://bit.ly/2Qqgzrg) or visit our customer community page (https://bit.ly/3AcD9cO) so that we can collect some additional information from you and about your experience. ^RJR,2023-07-26 18:19:42,RayGuo388,1,False,Spectrum APP is good however the sevice from store is a nightmare,"due to store's mistake, i am not getting the 1st line promotion, after 6times go to the store, issues not resolved. No one can help, no one takes responsibility on this, terrible!"
256,,,,2023-06-11 11:55:17,Gabriela80,5,False,Very pleasant UX,A am enjoying all the updates!
257,,,,2023-06-01 02:55:39,austin45deleon,5,False,Good app,Does everything I need
258,,,,2023-06-21 21:09:57,RatingWiz,5,False,Great App,Easy to use app with useful features.
259,,,,2023-07-11 14:45:02,0x45,1,False,No Longer Available for Business Customers,Biz customers no longer supported for some unknown reason. Infuriating and a great way to lose business.
260,37402603.0,2023-06-29T13:36:18Z,"For direct support, please visit https://community.spectrum.net/discussions ^JF   ",2023-06-28 02:20:09,Bay Ridge Internet,2,False,Torture Loop,Opened app and clicked on “re-set” the modem.  The app informs me that I can do this by downloading the app.  But wait—I’m already IN the app!  Why would the app tell me to download the app to do something?  Skynet torture?
261,,,,2023-06-08 04:14:18,biglitdeezy,5,False,Simpletastic,Good service easy to use good price
262,,,,2023-07-03 04:41:11,PrincessKDoll,5,False,Best Utility app by far!!!,Im sayin this actually makes technology seem good
263,,,,2023-07-18 19:22:21,iPhonefan 1,1,False,Battery Hog,When turning on always detect location it drains the battery. The battery doesn’t last 8 hours from fully charged.
264,,,,2023-06-22 17:50:11,Devvrayvernon,2,False,Slow internet service,My name is devin vernon and my internet is running super slow if you could please help I’d appreciate it
265,,,,2023-06-02 22:17:59,foddyK,5,False,Amazing,Better than boing
266,,,,2023-07-18 15:26:05,Bkbagsby,3,False,Service,"The service of spectrum just not up to par 
Might have made a mistake by switching"
267,37255566.0,2023-06-21T16:01:35Z,"We're sorry that you're having issues with your service and we would like to help. Please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net) so we can help provide you with a solution. ^RJR",2023-06-20 11:04:16,angieb1971,3,False,Service,This service is terrible I’m will be leaving soon
268,,,,2023-07-09 10:57:58,Norini Ibrahim,5,False,Totally agree,Thanks for serving and helping
269,,,,2023-06-14 19:13:40,Whlrdlr85,4,False,Simple,Enough said
270,,,,2023-07-30 19:53:29,Leland House,5,False,Love it,I love this app super easy and convenient
271,,,,2023-07-19 23:58:01,ckbryant1964,5,False,Convenient,I love it cause it’s so convenient
272,,,,2023-07-06 17:07:40,Steve4Bama,5,False,App is great,Spectrum service is great and easy to use.
273,,,,2023-06-19 16:02:30,lightpaintress,1,False,Constant down time,"If I wanted Verizon’s crappy service, I would have gotten a phone through Verizon. Ridiculous down times of my apps not working."
274,,,,2023-07-11 04:48:56,LSU14,5,False,Easy,Tk use and customer support is great
275,37066686.0,2023-06-12T10:21:20Z,"We're sorry that you're having issues with your service and we would like to help. Please contact us on Facebook (https://bit.ly/3CSjgcE), Twitter (https://bit.ly/2Qqgzrg) or visit our customer Community (https://bit.ly/3AcD9cO) so we can help provide you with a solution. ^RJR",2023-06-10 15:16:15,LawyerMeaz,3,False,Great BUT…,My box is always out and needs to be reset every time I use it 😏
276,37580751.0,2023-07-10T10:25:26Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-07-08 21:02:16,eddater,1,False,Fix this app.,The app hasn’t been working. Can’t see my balance and it doesn’t allow me to pay. It hasn’t been working. Please fix your app.
277,,,,2023-06-19 16:11:24,vruiz08,2,False,Not great service,I think the service is over priced for services that go in and out a lot of times.
278,,,,2023-07-25 17:22:29,tatt2bli,5,False,Rate,the app is good lots of no service
279,,,,2023-07-06 16:03:27,Jgon3,3,False,Rates,Monthly rates are higher than I would like them to be.
280,,,,2023-06-30 04:50:05,San Diego 1,1,False,Unable to configure WiFi,Does not give me access to configure WiFi on SACV25 despite instructions on back of device. Better if using my own WiFi router.
281,,,,2023-06-27 17:44:13,Jkw10699,5,False,EASY!,App Made my payments 100xs easier.
282,36902957.0,2023-06-03T17:50:15Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-06-02 11:51:32,Goodlooking1,1,False,Issues,Have been trying for a few days to download the updated app. It will not allow me to download. Please help
283,,,,2023-07-26 06:18:09,Mr. Q Aleric,5,False,"Okay okay, No Complaints",The title says it all
284,,,,2023-07-02 17:29:24,Spectrum user 2011,2,False,TV package,It’s expensive; I tried to get a package with lower price than $50 but the representatives couldn’t find me one.
285,,,,2023-07-28 21:02:33,Punkin 2016,5,False,Easy,Easy to use
286,37661425.0,2023-07-13T16:36:48Z,"Thanks for taking the time to share your experience with us. Sorry to hear that your internet is not working correctly. For direct support, please reach out to us on Twitter (https://twitter.com/Ask_Spectrum) or on Facebook (m.me/Spectrum) or visit our community located at https://community.spectrum.net/discussions ^JF     ",2023-07-12 12:13:41,Hamrick_95,1,False,Service,Wi-Fi can be a little slow at times and seems like it’s not even working others.
287,36911069.0,2023-06-04T15:16:37Z,"For direct support, please visit https://community.spectrum.net/discussions ^JF   ",2023-06-02 23:15:27,Stu de Scotchman,1,False,"Crooked, overpriced and greedy cable option",I'm very unhappy with pricing and integrity of this company. I'm glad there's others coming up along that will compete effectively with Spectrum.
288,,,,2023-07-26 18:55:08,great529,1,False,Wrong account,My app didn’t have the current account information and has caused me to miss a payment.
289,,,,2023-07-17 16:20:33,IMJ247,2,False,Login Failures,Never allows me to log in whenever I need to pay my bill.
290,36910912.0,2023-06-04T14:51:18Z,"Sorry to hear that the app is loading slowly, if you need direct support, please visit https://community.spectrum.net/discussions and post a question so we can investigate ^JF  ",2023-06-02 15:26:36,Mejdnsosmsk,1,False,Loads so slowly,There are serious latency issues which makes simple transactions a serious pain.
291,,,,2023-06-29 11:42:09,Nhctdgfhfsd,1,False,Get what you need and delete it,"In 6 hours, while I was sleeping, this app drained my battery from fully charged to 4%. No thank you."
292,,,,2023-06-05 20:14:43,Steve402,1,False,App,Can we just pay our bill without having to update the app every time!??
293,,,,2023-07-06 18:38:31,Arsh23,1,False,Internet never works,Constant outages and just “oops we’re sorry” well I’m sorry you have a monopoly because the service is trash!
294,,,,2023-06-20 20:31:29,GOTH3M,5,False,Beautiful,All is well
295,37302960.0,2023-06-24T10:26:02Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-06-23 00:13:02,Over it2023,1,False,Ugh,The app just spinning nothing else just spinning.. if I could find another company oh I would run to them. It’s always some w spectrum ALWAYS something
296,,,,2023-06-16 16:00:04,rilliejillie,5,False,Happy,"Very, thank you"
297,,,,2023-06-04 23:59:58,M Whatley,5,False,Excellent service,"The installer, Steven, was very nice and did a great job!!"
298,37687104.0,2023-07-15T00:50:18Z,"Thanks for taking the time to share your experience, your excellent review made our day!
",2023-07-13 16:59:20,Brad NYC W98,5,False,Brad,Kenny Lantigua is exemplary. Make him your manager immediately.
299,,,,2023-06-21 23:01:54,Alyssapaw,1,False,USELESS,This app is the most useless thing in the world. I have to remove and redownload it everytime i want to pay my bill.
300,,,,2023-06-20 19:41:46,wooshmaster,1,False,I don’t like apps,Stop making everyone download an app for everything they do. It’s really annoying.
301,,,,2023-07-23 00:50:18,Short on service,2,False,Spectrum ok,Works great when it works about 1/3rd of the time we have no service
302,,,,2023-06-13 21:13:53,Mpjklpl,1,False,Update app please,I cant even create my account it just loads non stop anyone else have this problem?
303,,,,2023-07-27 16:54:48,Nervous in Florida,3,False,Very antiquated,Too bad fiber optics isn’t in the picture here. Copper lines are SO yesterday.
304,,,,2023-06-14 22:13:57,luna di noia,5,False,App,Easy to use
305,37676331.0,2023-07-14T10:39:15Z,"We're sorry to hear about any issues with the Spectrum TV app. For direct assistance, please contact us by private message on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum). To ask a question or provide additional feedback, please visit https://community.spectrum.net/categories/troubleshooting-the-spectrum-tv-app ^RJR",2023-07-12 22:34:36,Unkchz,1,False,Can’t open the app,Loaded latest version and now the app won’t open. I deleted and reinstalled the app. Still no good.
306,37440501.0,2023-07-04T14:22:35Z,"Thanks for taking the time to share your experience with us. Sorry to hear that your internet is not working correctly. For direct support, please reach out to us on Twitter (https://twitter.com/Ask_Spectrum) or on Facebook (m.me/Spectrum) or visit our community located at https://community.spectrum.net/discussions ^JF     ",2023-07-01 00:13:35,Lill4u,2,False,Outages,Had the service 2 weeks and experienced 2 outages over 24 hrs
307,37609194.0,2023-07-11T12:18:28Z,"We're sorry that you're having issues with your internet service and we would like to help. Please contact us on Facebook (https://bit.ly/3CSjgcE), Twitter (https://bit.ly/2Qqgzrg) or visit our customer Community (https://bit.ly/3AcD9cO) so we can help provide you with a solution. ^RJR
",2023-07-10 02:11:58,kenzbennett24,1,False,No matter what plan it’s still garbage,"Don’t get spectrum internet, it is the slowest one get any but spectrum if you want working wifi"
308,37356970.0,2023-06-27T10:53:59Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-06-26 02:19:31,hahabest,1,False,Not working,This app hasn’t worked for several weeks.
309,,,,2023-06-01 16:38:01,Hectorarturo,1,False,No good,This thing doesn’t reach my rooms and they want me to add devices so there stuff works. The best service for a streaming home!!!! A joke!!! Not a happy dude. False advertising
310,,,,2023-06-15 20:51:30,Beagle groomer,5,False,App,Spectrum app easy to use.
311,,,,2023-08-01 03:13:22,rockie19716,4,False,Payments,I am happy with the app to make payments
312,,,,2023-07-28 01:57:20,Eurosailornewyork,1,False,Customer service at its best - designed with customer torture in mind…,"Who sits behind this app, really? Torture or more torture. Designed to make you miserable. Nothing works…"
313,36911083.0,2023-06-04T15:19:53Z,"Thanks for taking the time to share your experience with us. Sorry to hear that your internet is not working correctly. For direct support, please reach out to us on Twitter (https://twitter.com/Ask_Spectrum) or on Facebook (m.me/Spectrum) or visit our community located at https://community.spectrum.net/discussions ^JF     ",2023-06-02 22:14:39,new customer in Shelbyvilke,1,False,Rating,Buffs entirely to much day and night mostly during night! It will completely knock me off of Wi-Fi. Tower power is never above 3 bars! Very unsatisfied!!😔
314,37998993.0,2023-07-31T10:24:15Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-07-29 18:07:47,just a girl trying to rise!,1,False,Billing section never loads,"This app is totally dysfunctional for its purposes. Never loads, can’t see any of my billing information."
315,,,,2023-07-24 22:23:46,kigmfan,1,False,You rely on cell service,"What if you live in a place with really bad cellular data service? 

I’ll tell you: activation is painful."
316,37521469.0,2023-07-06T20:07:20Z,"Thanks for taking the time to share your experience with us. Sorry to hear that your experiencing issues. For direct support, please reach out to us on Twitter (https://twitter.com/Ask_Spectrum) or on Facebook (http://m.me/Spectrum) or visit our community located at https://community.spectrum.net/discussions ^JF",2023-07-05 17:01:04,binanceistheworst,1,False,Terrible App terrible company,"Support is just chatbots who won’t route you to a human.

The internet service and app are both terrible."
317,,,,2023-06-26 21:49:57,Tech help great,5,False,Tech support,Tech support was great. Trevor was fantastic
318,,,,2023-06-05 04:15:59,pericosmart,5,False,Ok,Easy to used
319,,,,2023-07-21 12:15:57,xXiPepeXx,4,False,It’s the Spectrum App,It does what it says it’s supposed to do.
320,,,,2023-07-16 18:22:31,natejenswold,1,False,Necessary Evil,Spectrum is a tremendous pain that I would never choose unless absolutely necessary. Unfortunate that so many apartment buildings force you into it.
321,,,,2023-06-02 08:03:57,ebd1125,5,False,Spectrum.,Great quality service and employees!  Ty
322,,,,2023-07-26 22:11:59,Ashhhhhhh98989,1,False,Doesn’t work.,The app hasn’t worked for me for 2-3 months. I have deleted the app and redownloaded it and nothing.
323,,,,2023-06-27 12:29:50,beachtrax,1,False,Bad app,The My Spectrum app is not working on my iPhone or my Samsung phone since the “update”. I’ve tried all the “fixes”.
324,,,,2023-06-19 02:41:45,Izzy Snow101,5,False,good app design,easy and functional app interface
325,37676401.0,2023-07-14T10:43:06Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-07-13 01:27:20,Griffin Collins,1,False,Terrible support,Support on this app doesn’t let you talk to a real person. Just forces you to talk to a bot that isn’t useful at all.
326,,,,2023-07-09 18:30:27,Molested by yahoo,5,False,Farfergnugen!!!,I liked that the app is good for me belly!!!
327,,,,2023-07-03 05:05:26,ArakiForgot,4,False,Good,"Good app, let pay bill tank"
328,,,,2023-06-11 18:38:52,Yucky Man,5,False,"Best Ever,TWC","TWC has served me for the last 7 Years. I’ll be with them for the next decade! Great service and better programming as well!

Dennis Ludlow
Wake Forest NC

They are the BEST Ever!!"
329,,,,2023-06-13 06:52:56,Ardix 2409,5,False,Hi,I like it very easy to use
330,,,,2023-06-03 21:06:26,Jairo0472,5,False,Spectrum Internet,Great Service !!!
331,,,,2023-07-21 01:07:14,James Loves Jesus,5,False,J Happy,Spectrum Rocks!!! Keep up the great service
332,38023423.0,2023-08-01T12:09:56Z,"We're sorry that you're having issues with your internet service and we would like to help. Please contact us on Facebook (https://bit.ly/3CSjgcE), Twitter (https://bit.ly/2Qqgzrg) or visit our customer Community (https://bit.ly/3AcD9cO) so we can help provide you with a solution. ^RJR",2023-07-31 06:02:37,Sampler’s,1,False,Spectrum Outage,We have had WIFI for well over 24hrs and it’s starting to get frustrating…😡
333,,,,2023-07-11 09:33:00,Counselor In Ohio,1,False,"App stopped working, won't open at all!","App doesn't open, won't work at all!"
334,,,,2023-06-24 01:20:43,AshyStashy,5,False,Great reliability,It’s great service
335,,,,2023-07-19 16:29:12,surfnyc,2,False,The app is OK,"When I got pinged to ask my opinion and rate it, my opinion dropped."
336,,,,2023-06-16 13:35:57,Diamon13,3,False,Spectrum app,It’s easy for me to pay my Wi-Fi bill.
337,,,,2023-07-31 06:39:22,Troubleshooterusa,5,False,Awesome tools helpful,Amazing
338,,,,2023-06-24 01:11:00,ibmilo,1,False,After update app won’t work,App does not work after update
339,37874861.0,2023-07-24T19:47:54Z,"Sorry to hear that the app won't open, uninstalling and reinstalling the app typically resolves this issue. If you need direct support, please visit https://community.spectrum.net/discussions and post a question so we can investigate ^JF",2023-07-23 13:14:54,Slarvey,1,False,Won’t Open,App won’t open just use your browser. App is awful and ONLY works on Wi-Fi
340,,,,2023-07-14 22:45:50,Krystalnes,1,False,Fire TV,I can not download the spectrum app to my fire TV making my cable pointless
341,,,,2023-07-17 18:43:10,Funutation,5,False,Good app,Great for interacting with the spectrum people
342,,,,2023-07-24 16:00:51,Goldie4653,1,False,App is trash,Laggy unresponsive mess.  Makes it so hard to pay a bill.
343,,,,2023-07-20 11:46:02,jrpravin,5,False,Cool features good to use,Yep go for IT
344,37441393.0,2023-07-04T14:35:58Z,"For direct support, please visit https://community.spectrum.net/discussions ^JF   ",2023-06-29 03:09:21,MikeC269,1,False,Thieves,"They keep adding service onto my account nobody asked for, has to be illegal."
345,,,,2023-07-03 15:23:58,Odinsmom65,5,False,Spectrum,You all are awesome!!!!
346,,,,2023-06-10 14:41:37,Mostafa2727,1,False,Spectrum internet/tv,Worst service all around. Don’t waste your time!
347,,,,2023-07-15 00:15:03,Zoipi,5,False,Great,Great service
348,,,,2023-06-07 23:25:33,MyaCunn13,1,False,Over Charge and Blame Customer for Mistakes,They will overcharge you and not give you a refund
349,36910928.0,2023-06-04T14:53:33Z,"Thanks for taking the time to share your experience with us. For direct support, please reach out to us on Twitter (https://twitter.com/Ask_Spectrum) or on Facebook (m.me/Spectrum) or visit our community located at https://community.spectrum.net/discussions ^JF     ",2023-06-02 20:55:04,ckrollage,1,False,Poor quality,It broke one day
350,,,,2023-07-27 17:34:43,Babygurl62,5,False,Spectrum,I love this app
351,,,,2023-06-08 23:04:27,lincoln teams,5,False,Spectrum,Thanks for the help
352,,,,2023-07-04 06:19:30,jkhcllvcnn,5,False,Use,Good app
353,37534617.0,2023-07-07T10:26:53Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-07-06 00:29:34,BlacButtaFli,1,False,All spectrum programs,Not user friendly.
354,,,,2023-06-02 22:31:59,JamieLynn79,5,False,Askins review,Great service!
355,,,,2023-06-11 17:37:41,Mr. Street sweeper,3,False,app freezes,with apple’s latest update
356,37593330.0,2023-07-10T20:19:26Z,"Thanks for taking the time to share your experience with us. Sorry to hear that your internet is not working correctly. For direct support, please reach out to us on Twitter (https://twitter.com/Ask_Spectrum) or on Facebook (m.me/Spectrum) or visit our community located at https://community.spectrum.net/discussions ^JF",2023-07-09 14:29:06,Why can’t I use my real name,1,False,So bad,Worst internet I have ever had to deal with.
357,37402571.0,2023-06-29T13:35:02Z,"Sorry to hear that the app won't open, uninstalling and reinstalling the app typically resolves this issue. If you need direct support, please visit https://community.spectrum.net/discussions and post a question so we can investigate ^JF",2023-07-15 11:01:32,Jameshjdjdjdjnzn,1,True,Nope,Still can’t sign in
358,,,,2023-06-20 04:19:47,Angela571,4,False,Ms A,Two thumbs up!
359,,,,2023-07-14 18:21:17,915753,5,False,great,great appp so convenient
360,,,,2023-07-24 03:09:44,Xtinatimez,1,False,Kids phishing my phone line,Horrible teaching Kim Blair/Marks
361,,,,2023-06-22 13:51:41,Steph4968,4,False,Great!!,Great speedy service!!!
362,,,,2023-06-07 19:10:36,lexxy said it,5,False,Rate on spectrum,Best Ever!
363,,,,2023-06-08 20:31:58,Donttry123,1,False,Scam and outages,They scammed me and had too many outages
364,,,,2023-07-31 23:16:26,JeaLee Daige,4,False,Love it,Awesome thanks
365,,,,2023-06-03 17:50:14,snookie1,1,False,Don’t trust spectrum,Constant internet outages.
